co_fat_cidadao_pec,no_cidadao,dt_registro_nascimento,ds_sexo,nu_cns,nu_cpf_cidadao,nu_telefone_celular,st_faleceu,dt_ultima_atualizacao_cidadao,st_diabetes_diagnosticada,st_hipertensao_diagnosticada,nu_ine,no_equipe,data_ultimo_atend_individual,equipe_ine_atendimento,equipe_nome_atendimento,nu_atend_ubs_ultimos_12_meses,data_transmissao
700617,CICRANO ALBUQUERQUE,2016-03-07,MASCULINO,744962564981488,46995864655,(14) 95534-8380,0,2025-04-28 08:15:00,0,0,0001234572,ESF 5,2025-01-08,0001234572,ESF 5,0,2026-08-01
700618,CICRANO DELGADO XAVIER,1960-02-18,MASCULINO,704151749601781,67845782875,(13) 96796-2903,0,2024-11-24 11:00:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700619,CICRANA XAVIER,2016-09-11,FEMININO,734413227861816,99357298003,(16) 94698-7011,0,2026-02-26 09:20:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700620,SICRANA LOUREIRO,2013-12-08,FEMININO,894716916154710,59260322881,(15) 99688-3322,1,2024-10-15 11:50:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700621,SICRANA FONTOURA DE ALBUQUERQUE,2016-02-13,FEMININO,820652648137501,82757984501,(17) 91980-8625,0,2025-12-03 08:50:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700622,SICRANA NOGUEIRA,2015-11-17,FEMININO,797321882880381,07027104823,(17) 92327-3073,0,2025-09-26 08:50:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700623,SICRANA ESTEVES DA SALGADO,1995-05-07,FEMININO,783473415296122,51049607733,(12) 95214-7034,0,2025-11-26 08:45:00,0,0,0001234571,ESF 5,2025-07-27,0001234571,ESF 5,0,2026-08-01
700624,FULANA QUEIROZ CORDEIRO,2024-02-29,FEMININO,777816480078376,04641172910,(17) 99071-7298,0,2026-04-13 08:00:00,0,0,0001234571,ESF 5,2026-05-21,0001234571,ESF 5,2,2026-08-01
700625,FULANO MESQUITA DA MARINHO,1938-05-12,MASCULINO,823287195148706,58293954443,(17) 92523-3145,0,2024-08-31 13:45:00,1,0,0001234569,ESF 3,2026-02-12,0001234569,ESF 3,9,2026-08-01
700626,FULANA DOS DANTAS,1953-11-19,FEMININO,858160276182820,97069365307,(12) 92644-9019,0,2026-02-06 15:30:00,0,0,0001234569,ESF 3,2024-09-21,0001234569,ESF 3,0,2026-08-01
700627,SICRANO QUEIROZ DOS LACERDA,2012-06-10,MASCULINO,723614839846385,88424030754,(12) 97472-1921,0,2026-06-29 09:20:00,0,0,0001234568,ESF 2,2025-04-20,0001234568,ESF 2,0,2026-08-01
700628,BELTRANO ESCOBAR XAVIER,1942-07-25,MASCULINO,850116485719636,95269815371,(14) 91990-9334,0,2026-04-22 11:30:00,0,0,0001234567,ESF  1 ,2022-06-24,0001234567,ESF  1 ,0,2026-08-01
700629,SICRANO HUNGRIA,1997-02-20,MASCULINO,824930967913685,73102162372,(12) 95253-8752,0,2025-06-25 09:10:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700630,CICRANA HUNGRIA JARDIM,2001-12-13,FEMININO,727981350523663,69020398289,(19) 95843-2991,0,2025-07-23 09:50:00,0,0,0001234571,ESF 5,2026-07-16,0001234571,ESF 5,1,2026-08-01
700631,SICRANA XAVIER DE SALGADO,1983-07-11,FEMININO,789433443394545,55719606981,(19) 96705-4092,0,2025-10-20 13:10:00,0,0,0001234567,ESF  1 ,2023-08-28,0001234567,ESF  1 ,0,2026-08-01
700632,SICRANO MESQUITA,2023-01-09,MASCULINO,869034855513176,46012495626,(14) 96204-9481,0,2025-06-26 13:50:00,0,0,0001234570,ESF 4,2025-08-22,0001234570,ESF 4,1,2026-08-01
700633,BELTRANO ALBUQUERQUE,1983-07-31,MASCULINO,839809253604812,00994246901,(16) 92854-3824,0,2025-07-20 13:50:00,0,0,0001234571,ESF 5,2025-01-12,0001234571,ESF 5,0,2026-08-01
700634,BELTRANA PORTELA DA TEIXEIRA,2022-02-07,FEMININO,757871743467424,73484440831,(18) 94478-1656,0,2026-02-13 12:45:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700635,BELTRANO FURTADO JARDIM,1983-03-10,MASCULINO,750602599140141,12340939799,(13) 97664-2776,0,2025-07-29 12:20:00,0,0,0001234570,ESF 4,2025-01-10,0001234570,ESF 4,0,2026-08-01
700636,SICRANO DE LACERDA,1964-09-25,MASCULINO,885549527733355,49177340885,(16) 92593-8409,0,2025-05-22 16:45:00,0,0,0001234568,ESF 2,2025-07-08,0001234568,ESF 2,0,2026-08-01
700637,CICRANO DOS ALBUQUERQUE,1959-05-27,MASCULINO,714451579671412,21460509855,(11) 99856-5530,0,2024-12-15 16:00:00,1,0,0001234572,ESF 5,2023-06-07,0001234572,ESF 5,0,2026-08-01
700638,CICRANO DOS QUEIROZ,2012-12-05,MASCULINO,732205281752936,91679551265,(11) 92078-9649,0,2025-09-01 15:40:00,0,0,0001234569,ESF 3,2025-05-02,0001234569,ESF 3,0,2026-08-01
700639,SICRANA DE PORTELA,1945-09-13,FEMININO,869246929816256,69163722578,(18) 98974-7231,0,2025-04-01 10:30:00,0,0,0001234568,ESF 2,2025-03-23,0001234568,ESF 2,0,2026-08-01
700640,CICRANA BANDEIRA,1955-09-02,FEMININO,794399519117876,08718152229,(13) 93133-1683,0,2025-07-25 09:00:00,0,0,0001234567,ESF  1 ,2026-05-22,0001234567,ESF  1 ,2,2026-08-01
700641,CICRANO DE BITTENCOURT,2018-07-05,MASCULINO,813948017555931,79613791770,(18) 93619-5167,0,2024-10-21 14:00:00,0,0,0001234573,ESF 7,2022-07-26,0001234573,ESF 7,0,2026-08-01
700642,BELTRANA FONTOURA QUINTELA,1982-09-30,FEMININO,807582866175585,12778388878,(15) 95381-1699,0,2025-11-25 09:50:00,0,0,0001234570,ESF 4,2025-10-08,0001234570,ESF 4,4,2026-08-01
700643,CICRANO DE VALADARES,1976-08-15,MASCULINO,819056826087852,57200842665,(16) 94916-3612,0,2026-07-20 12:50:00,0,0,0001234570,ESF 4,2023-07-19,0001234570,ESF 4,0,2026-08-01
700644,BELTRANO UCHOA SAMPAIO,1966-05-31,MASCULINO,866010744059114,74072288331,(12) 99321-2214,0,2026-03-06 13:30:00,0,0,0001234572,ESF 5,2024-01-07,0001234572,ESF 5,0,2026-08-01
700645,SICRANO GUIMARAES DELGADO,2009-01-13,MASCULINO,778805929124417,53887180004,(18) 91738-9942,0,2026-03-17 16:40:00,0,0,0001234567,ESF  1 ,2026-01-28,0001234567,ESF  1 ,1,2026-08-01
700646,FULANO MARINHO,1952-06-26,MASCULINO,733948972857348,82074199032,(18) 96840-9438,0,2025-12-23 15:30:00,0,0,0001234573,ESF 7,2025-01-28,0001234573,ESF 7,0,2026-08-01
700647,FULANO BITTENCOURT,1977-12-09,MASCULINO,743735890275642,46098980714,(17) 91844-4255,0,2026-05-11 13:10:00,0,0,0001234573,ESF 7,2025-10-07,0001234573,ESF 7,1,2026-08-01
700648,FULANA ORNELAS REZENDE,1936-10-24,FEMININO,873933629654046,38041099344,(15) 95553-1729,0,2025-10-29 08:40:00,0,0,0001234568,ESF 2,2026-07-21,0001234568,ESF 2,1,2026-08-01
700649,SICRANA ORNELAS QUEIROZ,2004-09-14,FEMININO,861599342350476,09463938347,(18) 94749-1971,0,2025-04-05 09:45:00,0,0,0001234571,ESF 5,2023-06-25,0001234571,ESF 5,0,2026-08-01
700650,CICRANA QUEIROZ,1988-03-26,FEMININO,891753360569490,65860850639,(12) 95054-4856,0,2026-04-19 12:10:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700651,BELTRANO PEIXOTO FURTADO,1943-07-16,MASCULINO,841205110871325,56564178752,(16) 99113-4229,0,2025-11-05 15:40:00,1,0,0001234568,ESF 2,2023-06-05,0001234568,ESF 2,0,2026-08-01
700652,SICRANA TAVARES,2011-08-18,FEMININO,856105175372773,07300093516,(15) 95763-6333,0,2026-01-17 15:30:00,0,0,0001234571,ESF 5,2025-01-22,0001234571,ESF 5,0,2026-08-01
700653,SICRANO BANDEIRA,1987-12-26,MASCULINO,828144998857214,90067573658,(16) 95704-4548,0,2026-03-12 13:30:00,0,0,0001234567,ESF  1 ,2026-05-06,0001234567,ESF  1 ,1,2026-08-01
700654,CICRANA ZAMBONI MESQUITA,2003-05-15,FEMININO,861105726827996,46522021057,(14) 95563-6850,0,2026-03-08 15:40:00,0,0,0001234573,ESF 7,2025-01-25,0001234573,ESF 7,0,2026-08-01
700655,SICRANA CORDEIRO LACERDA,1960-12-24,FEMININO,765616951796292,66592531739,(12) 96512-8101,0,2025-09-04 13:45:00,0,0,0001234570,ESF 4,2025-05-31,0001234570,ESF 4,0,2026-08-01
700656,CICRANA LOUREIRO PORTELA,1967-11-13,FEMININO,871746908641790,93570625487,(19) 91344-9269,0,2025-02-14 16:30:00,0,0,0001234570,ESF 4,2026-02-10,0001234570,ESF 4,1,2026-08-01
700657,BELTRANA DOS TAVARES,2006-07-23,FEMININO,793195440175047,71346590622,(17) 94024-6836,0,2025-11-13 15:40:00,0,0,0001234573,ESF 7,2022-08-24,0001234573,ESF 7,0,2026-08-01
700658,CICRANO DOS PEIXOTO,1943-12-20,MASCULINO,878411579280742,79732941121,(15) 92320-4540,0,2025-01-15 14:15:00,1,0,0001234569,ESF 3,2025-05-01,0001234569,ESF 3,0,2026-08-01
700659,CICRANO PEIXOTO,2020-04-03,MASCULINO,876743342407865,27336231765,(11) 92293-4568,0,2025-02-04 11:10:00,0,0,0001234571,ESF 5,2024-11-07,0001234571,ESF 5,0,2026-08-01
700660,SICRANA BITTENCOURT UCHOA,2020-08-06,FEMININO,889117491860839,21041193247,(15) 92238-2182,0,2026-07-15 12:40:00,0,0,0001234572,ESF 5,2023-08-11,0001234572,ESF 5,0,2026-08-01
700661,SICRANO DE BANDEIRA,2014-06-06,MASCULINO,852487405388009,91954636319,(14) 93101-4416,0,2025-07-14 13:10:00,0,0,0001234569,ESF 3,2026-01-02,0001234569,ESF 3,1,2026-08-01
700662,BELTRANA SALGADO DA NOVAES,1948-10-27,FEMININO,726196523525124,65320086301,(14) 91853-2198,0,2026-06-22 13:15:00,0,0,0001234571,ESF 5,2026-06-05,0001234571,ESF 5,1,2026-08-01
700663,SICRANO QUEIROZ DE CORDEIRO,2012-05-13,MASCULINO,845651946012904,76050344826,(17) 98447-8829,0,2025-07-24 09:00:00,0,0,0001234568,ESF 2,2025-12-18,0001234568,ESF 2,2,2026-08-01
700664,FULANO JARDIM QUEIROZ,2024-12-17,MASCULINO,817445207628886,91895360456,(12) 92534-6955,0,2025-12-31 14:50:00,0,0,0001234567,ESF  1 ,2025-06-23,0001234567,ESF  1 ,0,2026-08-01
700665,FULANO XAVIER DA TAVARES,1939-07-28,MASCULINO,864158008087164,25691360427,(15) 92814-6102,0,2024-12-23 09:45:00,1,0,0001234567,ESF  1 ,2024-03-26,0001234567,ESF  1 ,0,2026-08-01
700666,CICRANA CORDEIRO REZENDE,1955-11-23,FEMININO,895317326282296,10413392911,(15) 92373-4792,0,2026-06-23 09:45:00,0,0,0001234568,ESF 2,2023-07-15,0001234568,ESF 2,0,2026-08-01
700667,FULANO MARINHO,1994-08-02,MASCULINO,846918135583971,89643371582,(18) 99387-7892,0,2025-02-23 08:10:00,0,0,0001234572,ESF 5,2026-06-30,0001234572,ESF 5,2,2026-08-01
700668,CICRANO QUEIROZ,1945-12-28,MASCULINO,886577994408559,98694497868,(19) 96688-9526,0,2026-06-16 12:20:00,0,0,0001234570,ESF 4,2025-08-13,0001234570,ESF 4,1,2026-08-01
700669,CICRANA UCHOA,2009-07-14,FEMININO,707574645433408,13305909375,(11) 93133-1390,0,2025-03-19 15:40:00,0,0,0001234567,ESF  1 ,,,,0,2026-08-01
700670,SICRANO REZENDE,2003-05-21,MASCULINO,890921069630711,16192644471,(17) 92005-7002,0,2026-06-09 15:30:00,0,0,0001234568,ESF 2,2026-04-18,0001234568,ESF 2,1,2026-08-01
700671,CICRANO REZENDE MESQUITA,2024-04-30,MASCULINO,708644562722082,10650579209,(16) 96980-8377,0,2026-01-23 14:10:00,0,0,0001234573,ESF 7,2025-10-25,0001234573,ESF 7,1,2026-08-01
700672,,1969-03-31,FEMININO,732829816867910,88294711277,(12) 99581-4091,0,2024-11-16 13:20:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700673,BELTRANO TEIXEIRA ESCOBAR,1987-08-19,MASCULINO,733496541768446,40403449368,(12) 96733-2674,0,2025-01-05 10:00:00,1,0,0001234569,ESF 3,2025-12-03,0001234569,ESF 3,1,2026-08-01
700674,SICRANO DELGADO DA ESCOBAR,1955-12-22,MASCULINO,721307233450940,85245425271,(18) 99638-9365,0,2024-10-06 16:30:00,0,0,0001234570,ESF 4,2023-01-09,0001234570,ESF 4,0,2026-08-01
700675,FULANA DA HUNGRIA,1941-10-19,FEMININO,716492777702641,94243520853,(19) 91980-9328,0,2026-01-19 14:30:00,0,0,0001234573,ESF 7,2023-12-07,0001234573,ESF 7,0,2026-08-01
700676,BELTRANO LOUREIRO DOS SAMPAIO,1965-08-01,MASCULINO,895877280307968,98288526919,(12) 91071-8400,0,2024-10-11 13:15:00,0,0,0001234572,ESF 5,2024-10-20,0001234572,ESF 5,0,2026-08-01
700677,BELTRANA REZENDE FONTOURA,1938-07-17,FEMININO,868014345462099,84162242004,(17) 97585-4694,0,2024-10-15 13:10:00,0,0,0001234572,ESF 5,,,,0,2026-08-01
700678,FULANA BANDEIRA DOS ESTEVES,1940-11-23,FEMININO,701283647644066,91864651807,(18) 93056-7348,0,2024-09-25 09:30:00,0,0,0001234568,ESF 2,2026-05-26,0001234568,ESF 2,3,2026-08-01
700679,BELTRANA GALVAO ESCOBAR,1965-02-18,FEMININO,715255300683833,26897229092,(19) 97720-1060,0,2025-05-08 09:50:00,0,0,0001234570,ESF 4,2024-06-09,0001234570,ESF 4,0,2026-08-01
700680,BELTRANA UCHOA,1941-11-19,FEMININO,839740269263193,39695421467,(19) 91001-8102,0,2025-06-18 13:45:00,0,0,0001234573,ESF 7,2026-01-30,0001234573,ESF 7,2,2026-08-01
700681,FULANA GUIMARAES BANDEIRA,2022-12-28,FEMININO,895866920977845,32628752361,(13) 97124-7503,0,2025-09-25 12:45:00,0,0,0001234569,ESF 3,2024-04-25,0001234569,ESF 3,0,2026-08-01
700682,FULANA NOVAES DOS DELGADO,1990-02-20,FEMININO,761202319799991,36521067258,(17) 95644-1506,0,2025-08-24 08:00:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700683,SICRANO MESQUITA DA ALBUQUERQUE,1985-05-13,MASCULINO,762124545377455,64758571300,(18) 94513-8120,0,2025-06-26 15:15:00,0,0,0001234570,ESF 4,2022-11-21,0001234570,ESF 4,0,2026-08-01
700684,SICRANO DA JARDIM,1994-07-28,MASCULINO,739457209919270,51183313587,(15) 97302-6325,0,2024-11-14 09:45:00,0,0,0001234573,ESF 7,2025-06-18,0001234573,ESF 7,0,2026-08-01
700685,SICRANA GUIMARAES FONTOURA,1973-05-22,FEMININO,826420665489507,09040614696,(16) 91883-3262,0,2026-01-03 09:30:00,0,0,0001234572,ESF 5,2024-06-23,0001234572,ESF 5,0,2026-08-01
700686,FULANA UCHOA,2000-08-14,FEMININO,871108297094989,95376443320,(14) 95582-8097,0,2024-11-08 11:30:00,0,0,0001234572,ESF 5,2025-04-15,0001234572,ESF 5,0,2026-08-01
700687,,1942-01-11,MASCULINO,817419144125360,19675072360,(18) 96913-3007,0,2025-03-27 13:45:00,0,0,0001234567,ESF  1 ,2026-06-28,0001234567,ESF  1 ,2,2026-08-01
700688,CICRANA QUINTELA DE NOVAES,1958-05-17,FEMININO,745954842649668,78766787930,(18) 92652-9803,0,2025-08-07 10:00:00,0,0,0001234571,ESF 5,2025-10-01,0001234571,ESF 5,3,2026-08-01
700689,SICRANO HUNGRIA,2008-01-25,MASCULINO,804640553869806,28955361719,(14) 99608-6199,0,2026-07-14 13:15:00,0,0,0001234569,ESF 3,2025-07-12,0001234569,ESF 3,0,2026-08-01
700690,FULANA DA BITTENCOURT,2021-10-20,FEMININO,889913486530008,57200346684,(16) 93768-6012,0,2025-07-29 08:30:00,0,0,0001234572,ESF 5,2025-11-14,0001234572,ESF 5,1,2026-08-01
700691,FULANA SAMPAIO,2001-03-15,FEMININO,846939631408167,63312304246,(14) 96630-1498,0,2025-07-11 08:30:00,0,0,0001234570,ESF 4,2023-09-05,0001234570,ESF 4,0,2026-08-01
700692,SICRANO HUNGRIA BANDEIRA,1989-01-24,MASCULINO,783743098753836,19473968206,(19) 93587-3002,0,2024-11-03 08:45:00,0,0,0001234571,ESF 5,2024-01-15,0001234571,ESF 5,0,2026-08-01
700693,SICRANA TAVARES DA QUINTELA,2023-07-01,FEMININO,864529602158294,06369866751,(11) 92383-7322,0,2026-04-19 16:40:00,1,0,0001234568,ESF 2,,,,0,2026-08-01
700694,CICRANO BITTENCOURT QUEIROZ,1997-06-30,MASCULINO,804171809276957,18345625976,(13) 98491-3102,0,2024-12-15 11:10:00,0,0,0001234571,ESF 5,2025-05-28,0001234571,ESF 5,0,2026-08-01
700695,FULANO DELGADO PEIXOTO,2021-11-14,MASCULINO,803696628365972,84794260475,(15) 93526-1029,0,2026-01-22 10:15:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700696,SICRANA LOUREIRO PORTELA,1948-10-20,FEMININO,882670327974510,47294061174,(15) 98233-9709,0,2025-02-05 12:00:00,0,0,0001234570,ESF 4,2025-08-24,0001234570,ESF 4,3,2026-08-01
700697,FULANA REZENDE DA REZENDE,2021-10-09,FEMININO,719157866005694,06023387005,(11) 94962-6989,0,2024-10-12 15:00:00,0,0,0001234571,ESF 5,2025-11-20,0001234571,ESF 5,1,2026-08-01
700698,FULANA PORTELA UCHOA,1936-09-21,FEMININO,742990159774821,83149903298,(16) 92257-5847,0,2025-05-02 10:15:00,0,0,0001234567,ESF  1 ,2026-03-20,0001234567,ESF  1 ,2,2026-08-01
700699,CICRANO MESQUITA DOS LACERDA,1948-05-18,MASCULINO,899078186535124,74857021901,(11) 96923-2986,0,2026-07-30 13:40:00,1,0,0001234573,ESF 7,2025-06-18,0001234573,ESF 7,0,2026-08-01
700700,BELTRANO PEIXOTO LOUREIRO,1964-11-23,MASCULINO,764880864267950,48754033803,(18) 95180-9152,0,2026-07-28 12:20:00,0,0,0001234571,ESF 5,2023-09-28,0001234571,ESF 5,0,2026-08-01
700701,SICRANO REZENDE,1990-12-06,MASCULINO,776307873556595,07078147821,(14) 91369-2859,0,2025-02-19 08:40:00,1,0,0001234569,ESF 3,2024-10-31,0001234569,ESF 3,0,2026-08-01
700702,CICRANO SAMPAIO TEIXEIRA,1997-12-16,MASCULINO,751667363320180,80250320003,(19) 92495-9210,0,2025-12-31 09:30:00,1,0,0001234571,ESF 5,2024-07-31,0001234571,ESF 5,0,2026-08-01
700703,CICRANO DOS XAVIER,1991-03-12,MASCULINO,703903778021953,66982688799,(16) 94260-1234,0,2026-07-26 15:30:00,0,0,0001234570,ESF 4,2024-02-21,0001234570,ESF 4,0,2026-08-01
700704,CICRANO HUNGRIA DE SAMPAIO,2009-12-29,MASCULINO,853026212509315,60151020478,(19) 98904-1030,0,2026-02-10 13:10:00,0,0,0001234568,ESF 2,2026-03-30,0001234568,ESF 2,1,2026-08-01
700705,FULANA GUIMARAES DE HUNGRIA,1970-11-21,FEMININO,872730997652916,18939244754,(14) 96488-3482,0,2025-07-26 15:45:00,0,0,0001234568,ESF 2,2024-04-20,0001234568,ESF 2,0,2026-08-01
700706,CICRANA DA MESQUITA,1973-01-13,FEMININO,776100566074344,55408872123,(18) 96794-5914,0,2025-12-17 10:50:00,0,0,0001234572,ESF 5,2025-08-12,0001234572,ESF 5,2,2026-08-01
700707,BELTRANA CARVALHO ESTEVES,1977-03-03,FEMININO,851819547150067,45486490772,(12) 98932-9407,0,2025-04-09 11:00:00,0,0,0001234568,ESF 2,2026-05-03,0001234568,ESF 2,1,2026-08-01
700708,CICRANA ESCOBAR PORTELA,1945-05-31,FEMININO,722849827706932,56332071304,(16) 96893-4052,0,2024-09-27 14:15:00,0,0,0001234573,ESF 7,2023-05-21,0001234573,ESF 7,0,2026-08-01
700709,BELTRANO FURTADO DA VASCONCELOS,2022-11-27,MASCULINO,752350492054391,59373723287,(11) 92864-1336,0,2025-04-29 10:00:00,0,0,0001234573,ESF 7,2025-08-28,0001234573,ESF 7,1,2026-08-01
700710,FULANO SAMPAIO DE FURTADO,1983-12-01,MASCULINO,835326582012448,20732338302,(12) 94062-6969,0,2025-02-28 10:15:00,0,0,0001234571,ESF 5,2026-06-01,0001234571,ESF 5,3,2026-08-01
700711,FULANO CARVALHO FURTADO,1998-11-05,MASCULINO,872303487358155,99297770321,(18) 92602-7019,0,2025-11-09 15:30:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700712,FULANO MARINHO,2023-10-28,MASCULINO,865462955066011,52888745730,(13) 92997-4710,0,2026-02-04 09:40:00,0,0,0001234568,ESF 2,,,,0,2026-08-01
700713,FULANA DA VASCONCELOS,2006-04-26,FEMININO,798555576592323,51885732962,(18) 96429-9981,0,2024-11-01 14:15:00,0,0,0001234572,ESF 5,2026-07-17,0001234572,ESF 5,4,2026-08-01
700714,CICRANO DE LOUREIRO,1993-01-06,MASCULINO,711231769133504,23307540867,(14) 92108-1330,0,2025-07-08 12:30:00,1,0,0001234571,ESF 5,2025-07-16,0001234571,ESF 5,0,2026-08-01
700715,FULANA DOS MESQUITA,1991-01-18,FEMININO,890760505518725,67675815930,(19) 97988-6252,0,2025-01-20 14:30:00,0,0,0001234571,ESF 5,,,,0,2026-08-01
700716,CICRANO REZENDE HUNGRIA,2016-09-27,MASCULINO,894940540744569,64802210010,(19) 91021-5831,0,2026-06-05 16:00:00,0,0,0001234569,ESF 3,,,,0,2026-08-01
700717,CICRANA DA TEIXEIRA,2019-11-29,FEMININO,864958611207590,53442695954,(14) 99339-2075,0,2026-07-29 16:40:00,0,0,0001234571,ESF 5,2026-02-17,0001234571,ESF 5,1,2026-08-01
700718,SICRANA MARINHO ZAMBONI,2021-06-27,FEMININO,739910086733826,08761858201,(19) 94126-5778,0,2026-02-05 15:40:00,0,0,0001234573,ESF 7,2026-02-18,0001234573,ESF 7,1,2026-08-01
700719,FULANO DOS PORTELA,1948-09-15,MASCULINO,780382575723379,12559210721,(16) 99391-8199,0,2024-10-28 12:40:00,0,0,0001234569,ESF 3,2026-03-02,0001234569,ESF 3,1,2026-08-01
700720,FULANA DE DANTAS,1976-08-26,FEMININO,769838375552167,54711911457,(17) 95781-9040,0,2025-11-26 14:50:00,0,0,0001234568,ESF 2,2025-02-20,0001234568,ESF 2,0,2026-08-01
700721,SICRANO LACERDA,1970-12-27,MASCULINO,783484624582993,72893348417,(13) 97299-3284,0,2025-12-21 09:10:00,0,0,0001234570,ESF 4,,,,0,2026-08-01
700722,SICRANA DOS DANTAS,1976-07-08,FEMININO,756283995134604,49018740803,(11) 93614-2677,0,2024-11-30 14:30:00,0,0,0001234573,ESF 7,2023-12-03,0001234573,ESF 7,0,2026-08-01
700723,BELTRANA CORDEIRO DOS TEIXEIRA,2009-02-25,FEMININO,776601208425717,31141706840,(13) 95279-8527,0,2026-04-03 08:50:00,0,0,0001234571,ESF 5,2026-06-12,0001234571,ESF 5,2,2026-08-01
700724,BELTRANO PORTELA REZENDE,2020-12-18,MASCULINO,718296750558863,90337114006,(16) 99936-2354,0,2024-12-30 15:20:00,0,0,0001234568,ESF 2,2025-08-07,0001234568,ESF 2,2,2026-08-01
700725,CICRANO DA FURTADO,1996-04-25,MASCULINO,797175832915050,17139707244,(15) 97330-9313,0,2025-04-07 10:30:00,0,0,0001234571,ESF 5,2023-07-25,0001234571,ESF 5,0,2026-08-01
700726,SICRANO LOUREIRO,1976-09-12,MASCULINO,740848332719892,06094113145,(15) 99086-3996,0,2026-06-30 11:45:00,0,0,0001234571,ESF 5,2025-01-29,0001234571,ESF 5,0,2026-08-01
700727,CICRANA DE VASCONCELOS,1978-02-05,FEMININO,768640701059734,53844421310,(17) 94027-7890,0,2024-11-21 10:15:00,0,0,0001234571,ESF 5,2025-12-26,0001234571,ESF 5,3,2026-08-01
700728,BELTRANO FONTOURA LACERDA,1988-11-06,MASCULINO,800949356077227,82698432374,(12) 94523-9041,0,2025-03-02 08:20:00,1,0,0001234571,ESF 5,2025-11-29,0001234571,ESF 5,2,2026-08-01
700729,SICRANA QUEIROZ,2015-06-27,FEMININO,775895778289937,69939256486,(12) 92156-7233,0,2025-05-23 14:00:00,1,0,0001234570,ESF 4,2025-08-27,0001234570,ESF 4,2,2026-08-01
700730,SICRANO GUIMARAES DOS MESQUITA,1964-02-16,MASCULINO,890726828196121,26903202235,(14) 99020-4567,0,2026-03-03 12:10:00,0,0,0001234571,ESF 5,2026-07-18,0001234571,ESF 5,1,2026-08-01
700731,ZZZZZ,1981-02-15,MASCULINO,744494387904675,11670607331,(11) 99156-8092,0,2026-03-02 13:10:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700732,FULANO DOS QUEIROZ,1976-09-05,MASCULINO,768346835029058,36274863070,(17) 92774-5016,0,2025-05-29 15:00:00,0,0,0001234571,ESF 5,2024-03-28,0001234571,ESF 5,0,2026-08-01
700733,SICRANO QUINTELA DE BANDEIRA,2020-10-31,MASCULINO,708995801858255,05292089118,(19) 93446-2283,0,2025-12-03 14:15:00,0,0,0001234572,ESF 5,2026-06-04,0001234572,ESF 5,1,2026-08-01
700734,FULANO TEIXEIRA CARVALHO,1950-08-21,MASCULINO,775655340174301,53023420816,(18) 94617-6421,0,2025-07-09 14:50:00,0,0,0001234569,ESF 3,2026-01-25,0001234569,ESF 3,1,2026-08-01
700735,BELTRANO DA VALADARES,1963-03-20,MASCULINO,812617271533100,10814294538,(16) 97849-7528,0,2026-03-14 16:50:00,0,0,0001234570,ESF 4,2024-01-03,0001234570,ESF 4,0,2026-08-01
700736,SICRANO ESTEVES,1942-07-27,MASCULINO,741462606282003,56993353408,(15) 99529-8646,0,2025-11-18 08:10:00,0,0,0001234569,ESF 3,2022-11-20,0001234569,ESF 3,0,2026-08-01
700737,SICRANA SALGADO GUIMARAES,1996-07-02,FEMININO,850024790420505,64494575209,(18) 93154-3176,0,2026-04-22 09:15:00,1,0,0001234568,ESF 2,2026-06-26,0001234568,ESF 2,1,2026-08-01
700738,FULANO DOS PORTELA,1962-08-09,MASCULINO,854999246803166,43833681072,(17) 91164-3655,0,2025-05-18 13:40:00,0,0,0001234573,ESF 7,2025-09-24,0001234573,ESF 7,1,2026-08-01
700739,CICRANO ALBUQUERQUE DOS DANTAS,2002-11-17,MASCULINO,800858060354192,75931710940,(12) 96169-5038,0,2026-06-21 13:40:00,0,0,0001234573,ESF 7,2024-11-03,0001234573,ESF 7,0,2026-08-01
700740,FULANA LOUREIRO DE TEIXEIRA,2016-10-04,FEMININO,868091178817263,90715170636,(18) 99099-6479,0,2025-07-31 14:00:00,0,0,0001234568,ESF 2,2026-04-26,0001234568,ESF 2,1,2026-08-01
700741,SICRANA TAVARES DE HUNGRIA,1968-04-22,FEMININO,749030766310104,21412722200,(12) 96368-4619,0,2025-07-07 15:40:00,0,0,0001234571,ESF 5,2026-02-25,0001234571,ESF 5,1,2026-08-01
700742,BELTRANA PEIXOTO DOS XAVIER,2004-06-22,FEMININO,899497598605523,30416056785,(15) 91604-8206,0,2025-09-12 13:00:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
700743,BELTRANA CARVALHO TAVARES,1981-09-03,FEMININO,844610144632488,27300684140,(15) 91164-4101,0,2025-02-27 14:20:00,0,0,0001234573,ESF 7,,,,0,2026-08-01
